score,type,episodes,studio1,studio2,source,rating,members,duration_mins,action,adventure,comedy,drama,fantasy,historical,kids,magic,mecha,romance,school,sci_fi,shounen,slice_of_life,supernatural,start_year,num_studios,num_years_running
6.28,OVA,5,NA,NA,NA,Rx - Hentai,2432,30,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1994,0,1
7.52,TV,26,Xebec,NA,Original,PG-13 - Teens 13 or older,43756,23,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1996,1,1
5.76,OVA,4,NA,NA,NA,Rx - Hentai,2254,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,0,1
6.65,OVA,2,Arms,NA,Original,Rx - Hentai,24730,30,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000,1,1
6.68,TV,13,Arms,NA,Original,R+ - Mild Nudity,17246,25,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2004,1,0
8,TV,153,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,735546,24,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1986,1,3
6.48,TV,64,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,472177,23,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1996,1,1
7.56,TV,13,Arms,NA,Manga,R+ - Mild Nudity,1187921,25,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2004,1,0
8.03,OVA,6,Gainax,Production I.G,Original,PG-13 - Teens 13 or older,610114,25,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2000,2,1
7.65,TV,26,Studio Deen,NA,Original,R - 17+ (violence & profanity),286869,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,1,1
6.92,TV,12,Other,NA,Manga,R - 17+ (violence & profanity),30291,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2004,1,0
7.02,TV,27,Toei Animation,NA,Manga,R - 17+ (violence & profanity),32762,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003,1,0
6.18,TV,26,Other,Other,Manga,PG - Children,6599,12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2002,2,0
8.16,TV,70,Madhouse,NA,Manga,PG - Children,338021,25,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1998,1,2
7.65,TV,78,J.C.Staff,NA,Manga,G - All Ages,20155,25,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2000,1,2
6.69,TV,26,Other,NA,Manga,G - All Ages,3514,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,1,0
8.16,TV,NA,TMS Entertainment,NA,Manga,PG-13 - Teens 13 or older,252940,25,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1996,1,NA
6.64,TV,26,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,14745,23,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,2003,1,0
8.09,TV,50,Bones,NA,Original,PG-13 - Teens 13 or older,379048,24,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,2005,1,1
7.36,TV,42,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,54580,23,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,1,1
8.17,TV,24,Gonzo,NA,Novel,R - 17+ (violence & profanity),193810,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2004,1,1
7.66,TV,12,Other,NA,Manga,PG-13 - Teens 13 or older,150618,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2004,1,0
6.45,TV,11,Other,NA,Manga,R+ - Mild Nudity,123337,23,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,2004,1,0
7.42,TV,13,Madhouse,NA,Manga,R - 17+ (violence & profanity),34951,23,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2004,1,0
7.02,TV,13,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,100585,22,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2000,1,1
6.88,TV,39,OLM,NA,Novel,G - All Ages,6279,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2004,1,1
8.7,TV,43,Studio Pierrot,NA,Manga,R - 17+ (violence & profanity),589324,25,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1999,1,1
7.27,TV,51,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,84354,24,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,2001,1,1
7.05,TV,26,Other,NA,Novel,PG-13 - Teens 13 or older,20801,24,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2004,1,1
6.68,TV,12,Madhouse,NA,Manga,PG-13 - Teens 13 or older,96555,23,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2005,1,0
7.85,TV,167,Sunrise,NA,Manga,PG-13 - Teens 13 or older,588434,24,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,2000,1,4
7.55,TV,150,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,97615,23,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2003,1,3
7.7,TV,78,Studio Deen,NA,Novel,PG-13 - Teens 13 or older,91225,25,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2004,1,2
7.07,TV,26,Other,NA,Original,PG-13 - Teens 13 or older,35303,24,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2004,1,0
7.84,TV,26,Shin-Ei Animation,NA,Manga,PG-13 - Teens 13 or older,29653,23,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2001,1,0
7.83,OVA,6,Shin-Ei Animation,NA,Manga,PG-13 - Teens 13 or older,11181,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2002,1,1
7.65,OVA,7,Shin-Ei Animation,NA,Manga,PG-13 - Teens 13 or older,9171,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2003,1,1
6.45,TV,13,J.C.Staff,NA,Manga,R+ - Mild Nudity,131435,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,1,0
6.23,OVA,4,Madhouse,NA,Manga,R - 17+ (violence & profanity),14923,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2003,1,1
6.64,OVA,5,Studio Hibari,NA,NA,PG-13 - Teens 13 or older,10264,30,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2001,1,2
6.67,TV,13,Studio Hibari,NA,Manga,PG-13 - Teens 13 or older,23699,23,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2002,1,0
6.84,TV,13,Studio Hibari,NA,Manga,PG-13 - Teens 13 or older,13015,24,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2003,1,0
6.83,OVA,3,Studio Hibari,NA,Manga,PG-13 - Teens 13 or older,8369,30,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2004,1,0
8.75,TV,75,Madhouse,NA,Manga,PG-13 - Teens 13 or older,383603,23,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2000,1,2
6.8,TV,12,J.C.Staff,NA,Game,PG-13 - Teens 13 or older,14072,23,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2003,1,0
7.87,TV,26,Madhouse,NA,Game,R - 17+ (violence & profanity),154185,25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2003,1,1
8.03,OVA,6,Other,NA,Manga,R+ - Mild Nudity,251683,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,1,1
7.8,TV,366,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,1286382,24,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2004,1,8
7.5,TV,13,Gonzo,NA,Manga,R - 17+ (violence & profanity),549632,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,1,1
6.7,TV,26,Gonzo,NA,Original,PG-13 - Teens 13 or older,11943,25,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2003,1,0
7.31,TV,26,Other,NA,Original,PG-13 - Teens 13 or older,94112,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1,0
6.75,TV,12,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,22151,24,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2003,1,0
7.22,TV,24,Gonzo,NA,Original,R+ - Mild Nudity,40312,23,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2002,1,1
5.91,TV,9,Other,Other,Original,R+ - Mild Nudity,19439,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2004,2,0
7.18,TV,12,Gainax,Shaft,Manga,R+ - Mild Nudity,53422,24,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2001,2,0
7.17,TV,14,Gainax,Shaft,Manga,R+ - Mild Nudity,28695,24,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2002,2,1
6.75,TV,51,Group TAC,NA,Game,PG-13 - Teens 13 or older,9492,20,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2004,1,1
7.15,TV,13,TMS Entertainment,NA,Novel,R - 17+ (violence & profanity),30547,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2003,1,0
6.83,TV,51,Other,NA,Manga,G - All Ages,2213,23,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2005,1,1
5.74,OVA,3,Other,NA,Novel,PG-13 - Teens 13 or older,17094,27,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2004,1,1
7.3,TV,50,TMS Entertainment,NA,Manga,PG-13 - Teens 13 or older,14584,23,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2005,1,1
7.7,TV,50,Nippon Animation,NA,Novel,G - All Ages,22024,25,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1979,1,0
7.03,TV,12,Group TAC,NA,Manga,PG-13 - Teens 13 or older,11646,25,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2004,1,0
6.8,TV,25,Sunrise,NA,Original,PG-13 - Teens 13 or older,21754,25,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2000,1,1
7.05,TV,25,TMS Entertainment,NA,Manga,PG-13 - Teens 13 or older,9512,22,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1996,1,0
7.44,TV,24,Group TAC,NA,Manga,PG-13 - Teens 13 or older,74715,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,1,0
6.73,TV,51,Madhouse,NA,Manga,PG - Children,87412,23,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2001,1,0
6.59,TV,13,OLM,NA,Novel,PG-13 - Teens 13 or older,16900,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2001,1,0
7.69,TV,13,Sunrise,NA,Novel,PG-13 - Teens 13 or older,42853,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1999,1,0
7.01,TV,26,feel.,NA,Novel,PG-13 - Teens 13 or older,30295,25,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2005,1,0
6.85,TV,26,Other,NA,Manga,PG-13 - Teens 13 or older,18906,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2003,1,0
6.73,TV,16,Madhouse,NA,Original,G - All Ages,17527,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1999,1,0
5.93,TV,13,Other,NA,Original,R+ - Mild Nudity,10680,24,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,2003,1,0
6.3,TV,13,Other,NA,Original,PG-13 - Teens 13 or older,6386,24,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2004,1,0
6.73,TV,38,Madhouse,NA,Manga,PG - Children,20176,25,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,2002,1,1
6.72,TV,12,Group TAC,NA,Manga,PG-13 - Teens 13 or older,49526,25,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2004,1,1
6.6,TV,12,Other,NA,Manga,PG-13 - Teens 13 or older,60523,23,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2003,1,0
6.61,OVA,4,Other,NA,Original,PG-13 - Teens 13 or older,30405,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002,1,1
6.77,OVA,4,Toei Animation,NA,Manga,R - 17+ (violence & profanity),22835,30,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1991,1,1
6.32,TV,13,Other,NA,Manga,PG-13 - Teens 13 or older,5726,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2003,1,0
8.09,TV,26,Nippon Animation,NA,Novel,PG-13 - Teens 13 or older,35832,29,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1978,1,0
6.92,TV,48,OLM,NA,Manga,G - All Ages,20009,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1998,1,1
5.39,OVA,4,Studio Pierrot,NA,Manga,R+ - Mild Nudity,3665,18,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1991,1,0
7.26,TV,13,Gainax,Madhouse,Original,R+ - Mild Nudity,72414,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2002,2,0
6.01,TV,39,Tatsunoko Production,NA,NA,PG - Children,965,24,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1973,1,0
6.94,TV,26,Other,NA,Original,PG-13 - Teens 13 or older,16887,25,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2005,1,0
6.16,TV,13,Other,NA,Original,PG-13 - Teens 13 or older,4838,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2005,1,0
5.98,TV,50,Studio Pierrot,NA,Other,G - All Ages,1582,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1991,1,1
7.02,TV,26,Madhouse,Other,Manga,PG-13 - Teens 13 or older,9056,24,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1973,2,1
6.52,OVA,12,NA,NA,NA,PG-13 - Teens 13 or older,1503,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1989,0,1
6.87,OVA,13,Other,NA,Manga,PG-13 - Teens 13 or older,2001,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,1,0
6.19,OVA,3,AIC,NA,NA,Rx - Hentai,4520,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,1,1
6.73,TV,10,TNK,Production Reed,Original,PG-13 - Teens 13 or older,25549,23,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2000,2,0
6.02,OVA,3,Zexcs,NA,Manga,R+ - Mild Nudity,5528,30,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2002,1,1
6.56,OVA,2,Arms,NA,Original,Rx - Hentai,48597,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,1,0
6,TV,12,Other,Other,Original,R+ - Mild Nudity,12788,23,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001,2,0
7.83,TV,12,Madhouse,NA,Manga,R - 17+ (violence & profanity),150951,24,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2005,1,0
7.68,TV,13,Madhouse,NA,Original,R+ - Mild Nudity,288459,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2004,1,0
7.69,TV,47,Sunrise,NA,Original,PG-13 - Teens 13 or older,28592,25,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1989,1,1
7,TV,25,Other,NA,Manga,PG-13 - Teens 13 or older,79223,24,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2005,1,0
7.27,TV,4,Madhouse,NA,Manga,R - 17+ (violence & profanity),51510,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1999,1,0
7.42,TV,26,Gainax,NA,Original,G - All Ages,12118,25,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2002,1,1
6.02,TV,10,OLM,NA,Original,G - All Ages,7678,24,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2002,1,1
8.31,TV,26,Sunrise,NA,Manga,PG-13 - Teens 13 or older,195630,25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2003,1,1
7.28,TV,13,Studio Pierrot,NA,Manga,R+ - Mild Nudity,136704,24,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2004,1,0
7.61,TV,45,Nippon Animation,NA,Manga,G - All Ages,8821,23,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1994,1,1
7.19,TV,38,Nippon Animation,NA,Manga,G - All Ages,3287,23,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,2000,1,0
7.21,TV,51,Sunrise,NA,Original,PG - Children,4232,24,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1992,1,0
7.49,TV,76,Toei Animation,NA,Manga,PG-13 - Teens 13 or older,42135,24,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1994,1,1
7.29,TV,26,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,33954,24,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2003,1,0
6.46,TV,13,Other,NA,Novel,PG-13 - Teens 13 or older,11611,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004,1,1
6.24,TV,24,Other,NA,Manga,PG-13 - Teens 13 or older,9977,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2002,1,0
8.33,TV,40,Other,NA,Manga,PG-13 - Teens 13 or older,68422,24,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1979,1,1
8.03,TV,13,Other,NA,Original,R - 17+ (violence & profanity),480696,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1998,1,0
7.59,TV,26,Other,NA,Manga,PG-13 - Teens 13 or older,20829,23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2004,1,0
7.25,TV,25,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,46893,23,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2002,1,1
7,TV,13,J.C.Staff,NA,Novel,PG-13 - Teens 13 or older,13490,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2005,1,0
7,TV,25,Shaft,NA,Manga,PG-13 - Teens 13 or older,65203,24,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2004,1,1
7.37,TV,20,Group TAC,NA,Manga,PG-13 - Teens 13 or older,8664,25,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2003,1,1
7.67,TV,12,Studio Pierrot,NA,Manga,G - All Ages,43246,25,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2005,1,0
6.19,TV,13,Other,Other,Novel,PG-13 - Teens 13 or older,13650,12,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2004,2,0
6.66,TV,22,Other,NA,Game,PG-13 - Teens 13 or older,6728,24,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1999,1,1
6.45,TV,13,Xebec,NA,Original,G - All Ages,16433,13,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2003,1,0
6.19,TV,13,Other,NA,Novel,PG-13 - Teens 13 or older,4439,24,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2005,1,0
7.21,TV,51,Toei Animation,NA,Original,G - All Ages,39689,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1999,1,1
7.34,TV,49,Toei Animation,NA,Original,G - All Ages,15723,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2000,1,1
7.34,TV,50,Toei Animation,NA,Original,G - All Ages,15987,24,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2001,1,1
7.59,TV,51,Toei Animation,NA,Original,G - All Ages,12205,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2002,1,1
5.63,TV,12,Other,NA,Original,R+ - Mild Nudity,8125,14,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2005,1,0
7.51,TV,24,J.C.Staff,NA,Novel,PG-13 - Teens 13 or older,462389,24,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2005,1,1
7.34,TV,24,Studio Deen,NA,Novel,R - 17+ (violence & profanity),730980,24,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2006,1,0
6.59,OVA,4,Other,Other,Novel,R - 17+ (violence & profanity),168553,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2005,2,0
6.99,OVA,6,Toei Animation,NA,Novel,R+ - Mild Nudity,23176,27,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2005,1,0
6.3,OVA,2,Other,NA,Manga,PG-13 - Teens 13 or older,4654,30,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2002,1,1
6.24,TV,12,Group TAC,NA,Game,PG-13 - Teens 13 or older,5119,23,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1999,1,0
5.93,OVA,3,NA,NA,Novel,PG-13 - Teens 13 or older,5715,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2001,0,1
6.3,OVA,3,NA,NA,Novel,PG-13 - Teens 13 or older,3465,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2003,0,0
6.29,OVA,4,Other,Other,Novel,PG-13 - Teens 13 or older,2967,27,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2004,2,0
7.47,TV,37,TMS Entertainment,Other,Manga,PG-13 - Teens 13 or older,11555,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,3,0
5.94,OVA,7,Other,NA,Original,R+ - Mild Nudity,27134,30,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1997,1,2
7.05,OVA,3,Other,NA,Manga,G - All Ages,2245,24,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1995,1,1
6.65,OVA,6,Other,NA,Novel,Rx - Hentai,54714,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1,2
7.17,TV,12,Madhouse,NA,Novel,R+ - Mild Nudity,94052,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,1,0
6.55,TV,13,Other,NA,Original,PG-13 - Teens 13 or older,9241,25,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1997,1,1
6.7,OVA,6,Other,Other,Manga,PG-13 - Teens 13 or older,9338,28,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1992,2,2
6.37,OVA,12,Production Reed,NA,NA,R - 17+ (violence & profanity),4738,24,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1998,1,0
6.53,TV,12,Production Reed,NA,Original,PG-13 - Teens 13 or older,6116,23,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1998,1,0
6.73,OVA,6,Other,Production Reed,Original,PG-13 - Teens 13 or older,8710,25,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2000,2,1
7.5,TV,26,J.C.Staff,NA,Manga,R - 17+ (violence & profanity),93418,24,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1999,1,1
7.16,OVA,3,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,19938,28,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1996,1,1
7.27,OVA,6,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,17853,33,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1997,1,1
6.37,OVA,4,Other,NA,Manga,R+ - Mild Nudity,29617,28,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2002,1,2
7.03,TV,24,Madhouse,NA,Game,PG-13 - Teens 13 or older,23998,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2001,1,0
7.05,TV,13,Gonzo,NA,Manga,R+ - Mild Nudity,285300,22,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2004,1,0
6.65,TV,26,Group TAC,Other,Manga,R - 17+ (violence & profanity),33930,23,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2003,2,1
7.27,TV,41,Production Reed,NA,Manga,PG-13 - Teens 13 or older,7721,24,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1995,1,1
7.99,TV,13,Other,NA,Other,PG-13 - Teens 13 or older,210376,24,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2002,1,0
7.83,TV,52,Other,NA,Manga,PG - Children,20204,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005,1,1
7.42,OVA,6,Tatsunoko Production,NA,Original,R - 17+ (violence & profanity),57413,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2005,1,2
7.22,TV,26,Other,NA,Manga,PG-13 - Teens 13 or older,99851,23,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2005,1,0
6.82,OVA,4,Other,NA,Game,PG-13 - Teens 13 or older,20649,30,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2004,1,2
8.45,TV,112,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,475397,24,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1992,1,3
7.16,TV,12,J.C.Staff,NA,Manga,PG-13 - Teens 13 or older,51522,23,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2003,1,0
7.08,TV,13,Gonzo,NA,Manga,R+ - Mild Nudity,135793,23,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2004,1,0
7.72,TV,13,Sunrise,NA,Novel,PG-13 - Teens 13 or older,28349,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2000,1,0
7.84,TV,10,Sunrise,NA,Novel,PG-13 - Teens 13 or older,20225,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2001,1,0
7.7,OVA,2,Sunrise,NA,Novel,PG-13 - Teens 13 or older,15563,37,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2005,1,NA
7.87,TV,24,Sunrise,NA,Manga,R+ - Mild Nudity,125411,25,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1998,1,0
8,OVA,2,Studio Deen,NA,Manga,R - 17+ (violence & profanity),71296,42,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2001,1,NA
6.62,TV,12,Other,NA,Manga,R+ - Mild Nudity,27191,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2001,1,0
6.75,OVA,6,AIC,NA,Manga,R+ - Mild Nudity,29202,26,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1992,1,1
6.56,TV,13,TMS Entertainment,NA,Manga,PG-13 - Teens 13 or older,12576,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005,1,0
7.76,TV,45,Studio Pierrot,NA,Manga,PG-13 - Teens 13 or older,28305,25,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2003,1,1
7.28,TV,26,Other,NA,Original,PG-13 - Teens 13 or older,65323,24,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,2005,1,0
6.56,TV,12,Gainax,Shaft,Manga,R+ - Mild Nudity,69569,24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2005,2,0
6.47,TV,26,Other,NA,Game,PG-13 - Teens 13 or older,42946,24,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2004,1,0
6.92,TV,26,Studio Deen,NA,Manga,PG-13 - Teens 13 or older,49129,24,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,2002,1,0
6.66,TV,13,Other,NA,Original,PG-13 - Teens 13 or older,9787,23,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2003,1,0
6.73,OVA,2,Other,NA,Original,PG-13 - Teens 13 or older,2935,30,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2004,1,0
6.85,OVA,6,Other,NA,Original,PG-13 - Teens 13 or older,3217,26,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2005,1,1
7.18,TV,24,Sunrise,NA,Novel,PG-13 - Teens 13 or older,21621,25,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1985,1,0
